"Term","count.2013","pct.2013","count.2017","pct.2017","diff","pct.growth.rate"
"social worker team",36,0.0117073170731707,34,0.00732916576848459,-0.00437815130468614,-0.373967090608608
"social worker child",27,0.00878048780487805,25,0.0053890924768269,-0.00339139532805115,-0.386242245694714
"care assistant care",4,0.00130081300813008,3,0.000646691097219228,-0.000654121910910853,-0.502856219012718
"support",84,0.0273170731707317,61,0.0131493856434576,-0.0141676875272741,-0.518638561266283
"health",7,0.00227642276422764,5,0.00107781849536538,-0.00119860426886226,-0.526529732393065
"social worker care",7,0.00227642276422764,5,0.00107781849536538,-0.00119860426886226,-0.526529732393065
"social care",3,0.000975609756097561,2,0.000431127398146152,-0.000544482357951409,-0.558094416900194
"social care assistant",3,0.000975609756097561,2,0.000431127398146152,-0.000544482357951409,-0.558094416900194
"health social worker",6,0.00195121951219512,4,0.000862254796292304,-0.00108896471590282,-0.558094416900194
"family",9,0.00292682926829268,6,0.00129338219443846,-0.00163344707385423,-0.558094416900194
"practitioner",9,0.00292682926829268,6,0.00129338219443846,-0.00163344707385423,-0.558094416900194
"deputy home manager",18,0.00585365853658537,12,0.00258676438887691,-0.00326689414770845,-0.558094416900194
"senior officer",8,0.00260162601626016,5,0.00107781849536538,-0.00152380752089478,-0.585713515843932
"social worker health",8,0.00260162601626016,5,0.00107781849536538,-0.00152380752089478,-0.585713515843932
"deputy manager",31,0.0100813008130081,19,0.00409571028238845,-0.00598559053061969,-0.593731963924372
"community support",5,0.0016260162601626,3,0.000646691097219228,-0.000979325162943373,-0.602284975210175
"deputy team manager",5,0.0016260162601626,3,0.000646691097219228,-0.000979325162943373,-0.602284975210175
"service",10,0.0032520325203252,6,0.00129338219443846,-0.00195865032588675,-0.602284975210175
"community",12,0.00390243902439024,7,0.00150894589351153,-0.00239349313087871,-0.61333261478767
"adult social worker",7,0.00227642276422764,4,0.000862254796292304,-0.00141416796793534,-0.621223785914452
"worker",54,0.0175609756097561,30,0.00646691097219228,-0.0110940646375638,-0.631745347416828
"service manager",39,0.0126829268292683,21,0.0045268376805346,-0.0081560891487337,-0.643076259804003
"senior",28,0.00910569105691057,15,0.00323345548609614,-0.00587223557081443,-0.644897299294799
"team manager",33,0.0107317073170732,17,0.00366458288424229,-0.00706712443283088,-0.658527503968332
"care assistant support",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"deputy team manager assessment",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"family support",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"nurse manager",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"residential child care assistant",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"residential manager",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"residential support",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"social worker time",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"team manager social",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"worker support",2,0.000650406504065041,1,0.000215563699073076,-0.000434842804991965,-0.668570812675146
"social worker care manager",4,0.00130081300813008,2,0.000431127398146152,-0.000869685609983929,-0.668570812675146
"social worker family",6,0.00195121951219512,3,0.000646691097219228,-0.00130452841497589,-0.668570812675146
"officer",104,0.0338211382113821,52,0.0112093123518,-0.0226118258595822,-0.668570812675146
"manager care",13,0.00422764227642276,6,0.00129338219443846,-0.00293426008198431,-0.694065365546288
"social worker assessment",34,0.0110569105691057,15,0.00323345548609614,-0.00782345508300955,-0.707562481772187
"residential home manager",7,0.00227642276422764,3,0.000646691097219228,-0.00162973166700841,-0.715917839435839
"social worker assessment team",7,0.00227642276422764,3,0.000646691097219228,-0.00162973166700841,-0.715917839435839
"care team",5,0.0016260162601626,2,0.000431127398146152,-0.00119488886201645,-0.734856650140116
"manager",250,0.0813008130081301,97,0.0209096788100884,-0.0603911341980417,-0.742810950635913
"deputy manager home",11,0.00357723577235772,4,0.000862254796292304,-0.00271498097606542,-0.758960591036469
"adult care",3,0.000975609756097561,1,0.000215563699073076,-0.000760046057024485,-0.779047208450097
"home care manager",3,0.000975609756097561,1,0.000215563699073076,-0.000760046057024485,-0.779047208450097
"residential care home manager",3,0.000975609756097561,1,0.000215563699073076,-0.000760046057024485,-0.779047208450097
"senior nurse",3,0.000975609756097561,1,0.000215563699073076,-0.000760046057024485,-0.779047208450097
"senior practitioner child",3,0.000975609756097561,1,0.000215563699073076,-0.000760046057024485,-0.779047208450097
"senior practitioner team",3,0.000975609756097561,1,0.000215563699073076,-0.000760046057024485,-0.779047208450097
"social worker community team",3,0.000975609756097561,1,0.000215563699073076,-0.000760046057024485,-0.779047208450097
"team manager care team",3,0.000975609756097561,1,0.000215563699073076,-0.000760046057024485,-0.779047208450097
"health social care",12,0.00390243902439024,4,0.000862254796292304,-0.00304018422809794,-0.779047208450097
"social worker need",15,0.0048780487804878,5,0.00107781849536538,-0.00380023028512242,-0.779047208450097
"care manager",72,0.0234146341463415,22,0.00474240137960767,-0.0186722327667338,-0.797459941079256
"family care assistant",17,0.00552845528455285,5,0.00107781849536538,-0.00445063678918746,-0.805041654514791
"social",34,0.0110569105691057,10,0.00215563699073076,-0.00890127357837493,-0.805041654514791
"social worker",435,0.141463414634146,123,0.0265143349859884,-0.114949079648158,-0.812571080271462
"social worker child team",4,0.00130081300813008,1,0.000215563699073076,-0.00108524930905701,-0.834285406337573
"team manager assessment team",4,0.00130081300813008,1,0.000215563699073076,-0.00108524930905701,-0.834285406337573
"senior residential care assistant",13,0.00422764227642276,3,0.000646691097219228,-0.00358095117920354,-0.847032682773144
"need social worker",9,0.00292682926829268,2,0.000431127398146152,-0.00249570187014653,-0.852698138966731
"nurse",88,0.0286178861788618,19,0.00409571028238845,-0.0245221758964733,-0.856882850927904
"senior social worker",33,0.0107317073170732,7,0.00150894589351153,-0.00922276142356164,-0.859393678104607
"senior social worker team",5,0.0016260162601626,1,0.000215563699073076,-0.00141045256108953,-0.867428325070058
"home manager",101,0.0328455284552846,20,0.00431127398146152,-0.028534254473823,-0.868740915910949
"care assistant residential",6,0.00195121951219512,1,0.000215563699073076,-0.00173565581312205,-0.889523604225049
"child social worker",6,0.00195121951219512,1,0.000215563699073076,-0.00173565581312205,-0.889523604225049
"residential worker",6,0.00195121951219512,1,0.000215563699073076,-0.00173565581312205,-0.889523604225049
"senior support",6,0.00195121951219512,1,0.000215563699073076,-0.00173565581312205,-0.889523604225049
"social worker child need",6,0.00195121951219512,1,0.000215563699073076,-0.00173565581312205,-0.889523604225049
"assistant team manager",12,0.00390243902439024,2,0.000431127398146152,-0.00347131162624409,-0.889523604225049
"care home manager",39,0.0126829268292683,6,0.00129338219443846,-0.0113895446348298,-0.898021788515429
"care assistant community",7,0.00227642276422764,1,0.000215563699073076,-0.00206085906515457,-0.905305946478613
"health nurse",7,0.00227642276422764,1,0.000215563699073076,-0.00206085906515457,-0.905305946478613
"service officer",7,0.00227642276422764,1,0.000215563699073076,-0.00206085906515457,-0.905305946478613
"team manager team",7,0.00227642276422764,1,0.000215563699073076,-0.00206085906515457,-0.905305946478613
"social worker family support",8,0.00260162601626016,1,0.000215563699073076,-0.00238606231718709,-0.917142703168786
"assessment social worker",16,0.00520325203252033,2,0.000431127398146152,-0.00477212463437417,-0.917142703168786
"senior practitioner",50,0.016260162601626,4,0.000862254796292304,-0.0153979078053337,-0.946971330028023
