"Term","count.2013","pct.2013","count.2017","pct.2017","diff","pct.growth.rate"
"finance manager part time",1,4.72299626883295e-05,5,0.000263949743968748,0.000216719781280419,4.58860792905031
"german financial accountant",1,4.72299626883295e-05,5,0.000263949743968748,0.000216719781280419,4.58860792905031
"graduate accountant",1,4.72299626883295e-05,5,0.000263949743968748,0.000216719781280419,4.58860792905031
"junior paraplanner",1,4.72299626883295e-05,5,0.000263949743968748,0.000216719781280419,4.58860792905031
"management account",1,4.72299626883295e-05,5,0.000263949743968748,0.000216719781280419,4.58860792905031
"property manager",1,4.72299626883295e-05,5,0.000263949743968748,0.000216719781280419,4.58860792905031
"temporary finance officer",1,4.72299626883295e-05,5,0.000263949743968748,0.000216719781280419,4.58860792905031
"mortgage underwriter",3,0.000141689888064988,14,0.000739059283112495,0.000597369395047507,4.21603406711362
"audit manager top firm",2,9.4459925376659e-05,9,0.000475109539143747,0.000380649613767088,4.02974713614528
"finance graduate",2,9.4459925376659e-05,9,0.000475109539143747,0.000380649613767088,4.02974713614528
"trainee paraplanner",2,9.4459925376659e-05,9,0.000475109539143747,0.000380649613767088,4.02974713614528
"mortgage protection",3,0.000141689888064988,13,0.000686269334318746,0.000544579446253757,3.84346020517693
"corporate tax senior",7,0.000330609738818306,29,0.00153090851501874,0.00120029877620043,3.63056085549883
"insurance consultant",3,0.000141689888064988,12,0.000633479385524996,0.000491789497460008,3.47088634324025
"lead analyst",3,0.000141689888064988,12,0.000633479385524996,0.000491789497460008,3.47088634324025
"payable administrator",4,0.000188919850753318,16,0.000844639180699995,0.000655719329946677,3.47088634324025
"credit supervisor",2,9.4459925376659e-05,8,0.000422319590349997,0.000327859664973338,3.47088634324025
"temporary assistant accountant",2,9.4459925376659e-05,8,0.000422319590349997,0.000327859664973338,3.47088634324025
"audit semi senior top firm",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"audit senior firm",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"commercial insurance advisor",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"finance analyst k",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"financial control manager",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"interim finance director",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"management accountant k",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"part time assistant accountant",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"payroll administrator part time",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"payroll project manager",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"risk manager month ftc",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"senior top firm",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"support advisor",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"temporary administrator",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"trainee insurance broker",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"wealth advisor",1,4.72299626883295e-05,4,0.000211159795174999,0.000163929832486669,3.47088634324025
"mortgage administrator",4,0.000188919850753318,15,0.000791849231906245,0.000602929381152927,3.19145594678773
"finance supervisor",2,9.4459925376659e-05,7,0.000369529641556248,0.000275069716179589,2.91202555033522
"temporary purchase ledger",2,9.4459925376659e-05,7,0.000369529641556248,0.000275069716179589,2.91202555033522
"mortgage broker",6,0.000283379776129977,21,0.00110858892466874,0.000825209148538766,2.91202555033522
"contract",3,0.000141689888064988,10,0.000527899487937497,0.000386209599872508,2.72573861936687
"temporary credit controller",9,0.000425069664194965,29,0.00153090851501874,0.00110583885082378,2.60154733205464
"payroll specialist",11,0.000519529589571624,34,0.00179485825898749,0.00127532866941586,2.45477581068565
"junior assistant",4,0.000188919850753318,12,0.000633479385524996,0.000444559534771678,2.35316475743019
"ifa support administrator",2,9.4459925376659e-05,6,0.000316739692762498,0.000222279767385839,2.35316475743019
"part time finance manager",2,9.4459925376659e-05,6,0.000316739692762498,0.000222279767385839,2.35316475743019
"accountant experience",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"accountant manager",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"analyst business",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"assistant accountant month contract",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"business relationship manager",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"client executive",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"contract finance analyst",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"contract manager",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"credit controller temporary",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"customer consultant",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"finance director k",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"finance technician",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"financial controller retail",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"graduate trainee accountant",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"ifa financial advisor",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"junior developer",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"management accountant bookkeeper",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"management accountant month ftc",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"management accountant start",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"manager associate director",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"manager contract",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"manager risk",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"paraplanner manager",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"part time advisor",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"payable analyst",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"payroll senior",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"pension consultant",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"practice bookkeeper",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"retail assistant",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"risk specialist",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"semi senior top firm",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"senior commercial property",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"senior engineer",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"tax manager firm",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"tax senior firm",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"trainee assistant",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"trainee insurance technician",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"trainee management accountant",1,4.72299626883295e-05,3,0.000158369846381249,0.00011113988369292,2.35316475743019
"assistant part time",3,0.000141689888064988,9,0.000475109539143747,0.000333419651078759,2.35316475743019
"financial advisor",44,0.0020781183582865,124,0.00654595365042496,0.00446783529213846,2.14994265091926
"insurance account handler",5,0.000236149813441647,14,0.000739059283112495,0.000502909469670848,2.12962044026817
"ifa administrator",17,0.000802909365701601,47,0.00248112759330623,0.00167821822760463,2.09017144312194
"equity",4,0.000188919850753318,11,0.000580689436731246,0.000391769585977928,2.07373436097767
"purchase ledger administrator",4,0.000188919850753318,11,0.000580689436731246,0.000391769585977928,2.07373436097767
"senior finance assistant",4,0.000188919850753318,11,0.000580689436731246,0.000391769585977928,2.07373436097767
"customer account manager",10,0.000472299626883295,27,0.00142532861743124,0.000953028990547946,2.01784828168717
"senior bookkeeper",3,0.000141689888064988,8,0.000422319590349997,0.000280629702285009,1.9805908954935
"tax partner",3,0.000141689888064988,8,0.000422319590349997,0.000280629702285009,1.9805908954935
"part time bookkeeper",9,0.000425069664194965,23,0.00121416882225624,0.000789099158061277,1.85639960818127
"assistant month contract",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"finance specialist",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"graduate assistant",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"management accountant part",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"part time finance assistant",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"practice",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"senior corporate tax manager",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"service advisor",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"system accountant",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"tax semi senior",2,9.4459925376659e-05,5,0.000263949743968748,0.000169489818592089,1.79430396452515
"part time purchase ledger clerk",5,0.000236149813441647,12,0.000633479385524996,0.000397329572083349,1.68253180594415
"part time assistant",13,0.000613989514948283,31,0.00163648841260624,0.00102249889765796,1.66533608923938
"senior paraplanner",8,0.000377839701506636,19,0.00100300902708124,0.000625169325574608,1.6545887662989
"administration assistant",3,0.000141689888064988,7,0.000369529641556248,0.000227839753491259,1.60801703355681
"temporary clerk",3,0.000141689888064988,7,0.000369529641556248,0.000227839753491259,1.60801703355681
"payroll assistant",29,0.00136966891796155,64,0.00337855672279998,0.00200888780483842,1.46669591351186
"mortgage advisor mortgage advisor",5,0.000236149813441647,11,0.000580689436731246,0.000344539623289599,1.45898748878214
"purchase ledger supervisor",7,0.000330609738818306,15,0.000791849231906245,0.000461239493087939,1.3951176838787
"ledger",6,0.000283379776129977,12,0.000633479385524996,0.000350099609395019,1.23544317162012
"commercial handler",3,0.000141689888064988,6,0.000316739692762498,0.00017504980469751,1.23544317162012
"group financial analyst",3,0.000141689888064988,6,0.000316739692762498,0.00017504980469751,1.23544317162012
"senior credit analyst",3,0.000141689888064988,6,0.000316739692762498,0.00017504980469751,1.23544317162012
"senior finance officer",3,0.000141689888064988,6,0.000316739692762498,0.00017504980469751,1.23544317162012
"practice accountant",10,0.000472299626883295,20,0.00105579897587499,0.000583499348991699,1.23544317162012
"manager top firm",4,0.000188919850753318,8,0.000422319590349997,0.000233399739596679,1.23544317162012
"analyst k",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"assistant accountant support",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"assistant temporary",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"broker consultant",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"credit administrator",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"credit controller part time",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"data developer",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"product",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"project controller",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"senior account handler",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"tax compliance manager",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"wealth manager",2,9.4459925376659e-05,4,0.000211159795174999,0.00011669986979834,1.23544317162012
"account administrator",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"accountant ftc",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"analyst associate",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"assistant finance analyst",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"assistant fund accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"associate account manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"associate investment consultant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"audit director partner",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"audit executive assistant manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"audit senior k",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"bookkeeper k",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"bookkeeper payroll clerk",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"business analyst regulatory",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"business support manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"client service",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"client specialist",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"commercial motor underwriter",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"contract finance manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"control",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"corporate assistant manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"corporate finance director",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"corporate tax senior associate",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"credit underwriter",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"customer support administrator",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"data assistant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"developer analyst",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"development accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"finance business manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"finance partner",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"finance team",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"financial controller head finance",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"financial controller interim",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"financial senior manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"global head",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"graduate administrator",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"group administrator",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"group financial director",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"head investment",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"hr manager financial",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"insurance customer service advisor",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"interim group accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"internal executive asset finance",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"international finance manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"international tax senior manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"ledger credit control",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"ledger supervisor",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"motor personal",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"new mortgage advisor",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"part time officer",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"part time payroll",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"payable clerk month contract",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"payable month contract",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"payable supervisor retail",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"payroll administrator start",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"payroll manager month ftc",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"payroll officer month contract",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"pension specialist",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"personal tax specialist",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"private client senior manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"property client accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"relationship director",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"retail accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"risk compliance officer",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"risk manager investment",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"senior accountancy practice",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"senior audit",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"senior commercial accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"senior data analyst",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"senior personal tax manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"senior semi senior",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"senior tax",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"senior technical accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"service administrator",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"support analyst support",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"tax accountant k",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"tax manager assistant manager",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"tax senior manager director",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"temp",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"temp credit controller",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"temporary assistant financial accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"temporary project accountant",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"trainee financial administrator",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"treasury supervisor",1,4.72299626883295e-05,2,0.000105579897587499,5.83499348991699e-05,1.23544317162012
"commercial insurance account handler",11,0.000519529589571624,22,0.00116137887346249,0.000641849283890868,1.23544317162012
"personal tax senior",11,0.000519529589571624,21,0.00110858892466874,0.000589059335097119,1.13383211836466
"customer service officer",5,0.000236149813441647,9,0.000475109539143747,0.0002389597257021,1.01189885445811
"management assistant",5,0.000236149813441647,9,0.000475109539143747,0.0002389597257021,1.01189885445811
"payable",21,0.000991829216454919,37,0.00195322810536874,0.000961398888913819,0.96931898452249
"account assistant",4,0.000188919850753318,7,0.000369529641556248,0.00018060979080293,0.956012775167608
"assistant credit controller",4,0.000188919850753318,7,0.000369529641556248,0.00018060979080293,0.956012775167608
"motor handler",11,0.000519529589571624,19,0.00100300902708124,0.000483479437509619,0.930610011853743
"senior assistant",7,0.000330609738818306,12,0.000633479385524996,0.00030286964670669,0.916094147102963
"corporate tax senior manager",6,0.000283379776129977,10,0.000527899487937497,0.00024451971180752,0.862869309683436
"personal handler",6,0.000283379776129977,10,0.000527899487937497,0.00024451971180752,0.862869309683436
"assistant contract",3,0.000141689888064988,5,0.000263949743968748,0.00012225985590376,0.862869309683436
"audit partner",3,0.000141689888064988,5,0.000263949743968748,0.00012225985590376,0.862869309683436
"senior specialist",3,0.000141689888064988,5,0.000263949743968748,0.00012225985590376,0.862869309683436
"tax director",3,0.000141689888064988,5,0.000263949743968748,0.00012225985590376,0.862869309683436
"trainee accountant",8,0.000377839701506636,13,0.000686269334318746,0.00030842963281211,0.81629757694135
"partner",13,0.000613989514948283,21,0.00110858892466874,0.00049459940972046,0.805550254000869
"data",5,0.000236149813441647,8,0.000422319590349997,0.00018616977690835,0.788354537296099
"temporary accountant",5,0.000236149813441647,8,0.000422319590349997,0.00018616977690835,0.788354537296099
"payable clerk",44,0.0020781183582865,69,0.00364250646676873,0.00156438810848223,0.752790668656688
"private client tax manager",9,0.000425069664194965,14,0.000739059283112495,0.00031398961891753,0.738678022371207
"semi senior",35,0.00165304869409153,53,0.00279786728606873,0.0011448185919772,0.692549829940951
"audit senior top",6,0.000283379776129977,9,0.000475109539143747,0.00019172976301377,0.676582378715093
"account director",4,0.000188919850753318,6,0.000316739692762498,0.00012781984200918,0.676582378715093
"ledger credit controller",4,0.000188919850753318,6,0.000316739692762498,0.00012781984200918,0.676582378715093
"manager insurance",4,0.000188919850753318,6,0.000316739692762498,0.00012781984200918,0.676582378715093
"trainee mortgage advisor",4,0.000188919850753318,6,0.000316739692762498,0.00012781984200918,0.676582378715093
"analyst financial",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"customer assistant",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"financial assistant manager",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"financial paraplanner",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"financial service",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"hr payroll administrator",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"interim manager",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"investment consultant",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"investment specialist",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"junior administrator",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"manager life",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
"part time finance administrator",2,9.4459925376659e-05,3,0.000158369846381249,6.39099210045901e-05,0.676582378715093
